"EventDate","alias_name","price","commented","market_time","screen_size","ram_size","rom_size","battery_capacity","cost_efficient","performance","endurance","appearance","camera_performance"
2020-11-28,A1457,"1199","2802","2013年09月","4","1GB","16GB/32GB/64GB","1560mAh","7","6","7","9","9"
2020-11-28,A1507,"2799","934","2013年09月","4","1GB","8GB/16GB/32GB/64GB","1510mAh","7","8","6","8","8"
2020-11-28,A1516,"2799","934","2013年09月","4","1GB","8GB/16GB/32GB/64GB","1510mAh","7","8","6","8","8"
2020-11-28,A1518,"1199","2802","2013年09月","4","1GB","16GB/32GB/64GB","1560mAh","7","6","7","9","9"
2020-11-28,A1522,"3548","133","2017年09月","5.5","3GB","64GB/128GB/256GB","2675mAh（30分钟充电19%）","9","10","8","8","9"
2020-11-28,A1524,"3548","133","2017年09月","5.5","3GB","64GB/128GB/256GB","2675mAh（30分钟充电19%）","9","10","8","8","9"
2020-11-28,A1526,"2799","934","2013年09月","4","1GB","8GB/16GB/32GB/64GB","1510mAh","7","8","6","8","8"
2020-11-28,A1528,"1199","2802","2013年09月","4","1GB","16GB/32GB/64GB","1560mAh","7","6","7","9","9"
2020-11-28,A1529,"2799","934","2013年09月","4","1GB","8GB/16GB/32GB/64GB","1510mAh","7","8","6","8","8"
2020-11-28,A1530,"1199","2802","2013年09月","4","1GB","16GB/32GB/64GB","1560mAh","7","6","7","9","9"
2020-11-28,A1532,"2799","934","2013年09月","4","1GB","8GB/16GB/32GB/64GB","1510mAh","7","8","6","8","8"
2020-11-28,A1533,"1199","2802","2013年09月","4","1GB","16GB/32GB/64GB","1560mAh","7","6","7","9","9"
2020-11-28,A1549,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A1586,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A1589,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A1593,"3548","133","2017年09月","5.5","3GB","64GB/128GB/256GB","2675mAh（30分钟充电19%）","9","10","8","8","9"
2020-11-28,A1633,"3600","284","2015年11月>","5.5","2GB","16GB/64GB/128GB","2750mAh","6","10","7","8","8"
2020-11-28,A1634,"3600","284","2015年11月>","5.5","2GB","16GB/64GB/128GB","2750mAh","6","10","7","8","8"
2020-11-28,A1660,"2799","358","2016年9月16日","5.5","3GB","32GB/128GB/256GB","2900mAh（30分钟充电18%）","7","9","8","8","8"
2020-11-28,A1661,"2799","358","2016年9月16日","5.5","3GB","32GB/128GB/256GB","2900mAh（30分钟充电18%）","7","9","8","8","8"
2020-11-28,A1662,"3299","63","2020年04月24日","4.7","3GB","64GB","1821mAh","9","10","6","9","8"
2020-11-28,A1687,"3600","284","2015年11月>","5.5","2GB","16GB/64GB/128GB","2750mAh","6","10","7","8","8"
2020-11-28,A1688,"3600","284","2015年11月>","5.5","2GB","16GB/64GB/128GB","2750mAh","6","10","7","8","8"
2020-11-28,A1690,"3600","284","2015年11月>","5.5","2GB","16GB/64GB/128GB","2750mAh","6","10","7","8","8"
2020-11-28,A1691,"3600","284","2015年11月>","5.5","2GB","16GB/64GB/128GB","2750mAh","6","10","7","8","8"
2020-11-28,A1699,"3600","284","2015年11月>","5.5","2GB","16GB/64GB/128GB","2750mAh","6","10","7","8","8"
2020-11-28,A1700,"3600","284","2015年11月>","5.5","2GB","16GB/64GB/128GB","2750mAh","6","10","7","8","8"
2020-11-28,A1723,"3299","63","2020年04月24日","4.7","3GB","64GB","1821mAh","9","10","6","9","8"
2020-11-28,A1724,"3299","63","2020年04月24日","4.7","3GB","64GB","1821mAh","9","10","6","9","8"
2020-11-28,A1778,"2799","358","2016年9月16日","5.5","3GB","32GB/128GB/256GB","2900mAh（30分钟充电18%）","7","9","8","8","8"
2020-11-28,A1779,"2799","358","2016年9月16日","5.5","3GB","32GB/128GB/256GB","2900mAh（30分钟充电18%）","7","9","8","8","8"
2020-11-28,A1780,"2799","358","2016年9月16日","5.5","3GB","32GB/128GB/256GB","2900mAh（30分钟充电18%）","7","9","8","8","8"
2020-11-28,A1784,"2799","358","2016年9月16日","5.5","3GB","32GB/128GB/256GB","2900mAh（30分钟充电18%）","7","9","8","8","8"
2020-11-28,A1785,"2799","358","2016年9月16日","5.5","3GB","32GB/128GB/256GB","2900mAh（30分钟充电18%）","7","9","8","8","8"
2020-11-28,A1786,"2799","358","2016年9月16日","5.5","3GB","32GB/128GB/256GB","2900mAh（30分钟充电18%）","7","9","8","8","8"
2020-11-28,A1863,"3548","133","2017年09月","5.5","3GB","64GB/128GB/256GB","2675mAh（30分钟充电19%）","9","10","8","8","9"
2020-11-28,A1864,"3548","133","2017年09月","5.5","3GB","64GB/128GB/256GB","2675mAh（30分钟充电19%）","9","10","8","8","9"
2020-11-28,A1865,"4299","246","2017年11月","5.8","3GB","64GB/256GB","2716mAh（30分钟充电21%）","9","10","8","8","9"
2020-11-28,A1897,"3548","133","2017年09月","5.5","3GB","64GB/128GB/256GB","2675mAh（30分钟充电19%）","9","10","8","8","9"
2020-11-28,A1898,"3548","133","2017年09月","5.5","3GB","64GB/128GB/256GB","2675mAh（30分钟充电19%）","9","10","8","8","9"
2020-11-28,A1899,"3548","133","2017年09月","5.5","3GB","64GB/128GB/256GB","2675mAh（30分钟充电19%）","9","10","8","8","9"
2020-11-28,A19,"1299","0","2005年9月","","","","","0","0","0","0","0"
2020-11-28,A1901,"4299","246","2017年11月","5.8","3GB","64GB/256GB","2716mAh（30分钟充电21%）","9","10","8","8","9"
2020-11-28,A1902,"4299","246","2017年11月","5.8","3GB","64GB/256GB","2716mAh（30分钟充电21%）","9","10","8","8","9"
2020-11-28,A1903,"4299","246","2017年11月","5.8","3GB","64GB/256GB","2716mAh（30分钟充电21%）","9","10","8","8","9"
2020-11-28,A1905,"3548","133","2017年09月","5.5","3GB","64GB/128GB/256GB","2675mAh（30分钟充电19%）","9","10","8","8","9"
2020-11-28,A1906,"3548","133","2017年09月","5.5","3GB","64GB/128GB/256GB","2675mAh（30分钟充电19%）","9","10","8","8","9"
2020-11-28,A1907,"3548","133","2017年09月","5.5","3GB","64GB/128GB/256GB","2675mAh（30分钟充电19%）","9","10","8","8","9"
2020-11-28,A1920,"5028","171","2018年09月21日","6.5","4GB","64GB/256GB/512GB","3174mAh（30分钟充电12%）","8","9","8","8","8"
2020-11-28,A1921,"5028","171","2018年09月21日","6.5","4GB","64GB/256GB/512GB","3174mAh（30分钟充电12%）","8","9","8","8","8"
2020-11-28,A1984,"3834","179","2018年10月26日","6.1","3GB","64GB/128GB/256GB","2942mAh（30分钟充电23%）","8","9","8","8","8"
2020-11-28,A1Q,"1099","20","2017年04月>","5","3GB","32GB","4050mAh","0","0","0","0","0"
2020-11-28,A2,"1126","1","2018年>","5.99","4GB","64GB","3010mAh","0","0","0","0","0"
2020-11-28,A20,"2198","2","2020年09月10日","6.92","6GB","128GB","4220mAh","9","8","10","8","8"
2020-11-28,A2017,"1159","139","2016年05月>","5.5","4GB","64GB","3250mAh","7","8","7","8","8"
2020-11-28,A2097,"5028","171","2018年09月21日","6.5","4GB","64GB/256GB/512GB","3174mAh（30分钟充电12%）","8","9","8","8","8"
2020-11-28,A2098,"5028","171","2018年09月21日","6.5","4GB","64GB/256GB/512GB","3174mAh（30分钟充电12%）","8","9","8","8","8"
2020-11-28,A2099,"5028","171","2018年09月21日","6.5","4GB","64GB/256GB/512GB","3174mAh（30分钟充电12%）","8","9","8","8","8"
2020-11-28,A2100,"6999","171","2018年09月21日","6.5","4GB","64GB/256GB/512GB","3174mAh（30分钟充电12%）","8","9","8","8","8"
2020-11-28,A2101,"5028","171","2018年09月21日","6.5","4GB","64GB/256GB/512GB","3174mAh（30分钟充电12%）","8","9","8","8","8"
2020-11-28,A2102,"5028","171","2018年09月21日","6.5","4GB","64GB/256GB/512GB","3174mAh（30分钟充电12%）","8","9","8","8","8"
2020-11-28,A2103,"5028","171","2018年09月21日","6.5","4GB","64GB/256GB/512GB","3174mAh（30分钟充电12%）","8","9","8","8","8"
2020-11-28,A2104,"8188","171","2018年09月21日","6.5","4GB","64GB/256GB/512GB","3174mAh（30分钟充电12%）","8","9","8","8","8"
2020-11-28,A2105,"3834","179","2018年10月26日","6.1","3GB","64GB/128GB/256GB","2942mAh（30分钟充电23%）","8","9","8","8","8"
2020-11-28,A2106,"3834","179","2018年10月26日","6.1","3GB","64GB/128GB/256GB","2942mAh（30分钟充电23%）","8","9","8","8","8"
2020-11-28,A2107,"3834","179","2018年10月26日","6.1","3GB","64GB/128GB/256GB","2942mAh（30分钟充电23%）","8","9","8","8","8"
2020-11-28,A2108,"3899","179","2019年>","6.1","3GB","64GB/128GB/256GB","2942mAh（30分钟充电23%）","8","9","8","8","8"
2020-11-28,A2111,"5499","58","2019年09月20日","6.1","4GB","64GB","3110mAh","6","10","6","6","7"
2020-11-28,A2160,"9599","52","2019年09月","6.5","4GB","64GB","3969mAh大电池手机","5","10","6","6","7"
2020-11-28,A2161,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A2172,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A2176,"5499","16","2020年11月6日","5.4","4GB","64GB","2227mAh","9","10","8","8","9"
2020-11-28,A22,"498","8","2018年6月15","5.45","2GB","16GB","3000mAh","7","5","6","7","5"
2020-11-28,A2215,"9599","52","2019年09月","6.5","4GB","64GB","3969mAh大电池手机","5","10","6","6","7"
2020-11-28,A2216,"9599","52","2019年09月","6.5","4GB","64GB","3969mAh大电池手机","5","10","6","6","7"
2020-11-28,A2217,"9599","52","2019年09月20日","6.5","4GB","64GB","3969mAh大电池手机","7","10","8","7","9"
2020-11-28,A2218,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A2219,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A2220,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A2221,"5499","58","2019年09月20日","6.1","4GB","64GB","3110mAh","6","10","6","6","7"
2020-11-28,A2222,"5499","58","2019年09月20日","6.1","4GB","64GB","3110mAh","6","10","6","6","7"
2020-11-28,A2223,"5499","58","2019年09月20日","6.1","4GB","64GB","3110mAh","6","10","6","6","7"
2020-11-28,A2341,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A2342,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A2398,"5499","16","2020年11月6日","5.4","4GB","64GB","2227mAh","9","10","8","8","9"
2020-11-28,A2399,"5499","16","2020年11月6日","5.4","4GB","64GB","2227mAh","9","10","8","8","9"
2020-11-28,A2400,"5499","16","2020年11月6日","5.4","4GB","64GB","2227mAh","9","10","8","8","9"
2020-11-28,A2402,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A2403,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A2404,"9299","20","2020年11月6日","6.7","6GB","64GB","3687mAh大电池手机","9","10","8","9","9"
2020-11-28,A2406,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A2407,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A2408,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A2410,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A2411,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A2412,"9299","20","2020年11月6日","6.7","6GB","128GB","3687mAh大电池手机","8","10","8","8","9"
2020-11-28,A28,"0","0","2004年01月","","","","","0","0","0","0","0"
2020-11-28,A3,"0","0","2019年>","6.088","4GB","128GB","4030mAh","0","0","0","0","0"
2020-11-28,A3000,"1250","16","2009年02月","2.8","","","1130mAh","0","0","0","0","0"
2020-11-28,A31,"999","378","2015年06月>","4.5","1GB","8GB","2000mAh","5","5","5","6","6"
2020-11-28,A31c,"899","378","2015年05月>","4.5","1GB","8GB","2000mAh","5","5","5","6","6"
2020-11-28,A31t,"999","378","2015年04月>","4.5","1GB","8GB/16GB","2000mAh","5","5","5","6","6"
2020-11-28,A31u,"999","378","2015年06月>","4.5","1GB","8GB","2000mAh","5","5","5","6","6"
2020-11-28,A5,"0","0","2018年07月05日","6.2","4GB","64GB","4230mAh","8","7","9","9","9"
2020-11-28,A51,"2399","1","2020年06月","6.5","8GB","128GB","4500mAh","2","2","5","6","6"
2020-11-28,A53,"0","0","2020年>","6.5","","","3945mAh大电池手机","0","0","0","0","0"
2020-11-28,A55,"539","0","2018年06月","5.85","4GB","64GB","2800mAh","0","0","0","0","0"
2020-11-28,A600FN,"0","0","2018年>","5.6","","32GB/64GB","3000mAh","0","0","0","0","0"
2020-11-28,A605G,"0","0","2018年>","6","","32GB/64GB","3500mAh大电池手机","0","0","0","0","0"
2020-11-28,A680H,"899","436","2017年04月>","5.5","3GB","32GB","3400mAh大电池手机","7","4","7","7","7"
2020-11-28,A680M,"899","436","2017年04月>","5.5","3GB","32GB","3400mAh大电池手机","7","4","7","7","7"
2020-11-28,A680Q,"899","436","2017年04月>","5.5","3GB","32GB","3400mAh大电池手机","7","4","7","7","7"
2020-11-28,A7,"549","20","2019年05月","6.088","3GB","64GB","3200mAh","8","7","6","7","6"
2020-11-28,A73,"0","0","2020年>","6.5","8GB","128GB","4040mAh","0","0","0","0","0"
2020-11-28,A73 5G,"0","0","2020年>","6.5","8GB","128GB","4040mAh","0","0","0","0","0"
2020-11-28,A8,"1099","78","2019年12月26日","6.5","4GB","128GB","4230mAh","9","8","9","9","9"
2020-11-28,A8-831,"548","260","2015年11月>","5.5","3GB","16GB","2800mAh","7","2","8","8","8"
2020-11-28,A8-930,"549","260","2015年11月>","5.5","3GB","16GB/32GB/64GB","2800mAh","7","2","8","8","8"
2020-11-28,A8000,"809","296","2015年07月>","5.7","2GB","16GB/32GB","3050mAh","5","6","6","7","6"
2020-11-28,A88,"0","0","2004年09月","","","","","0","0","0","0","0"
2020-11-28,A888,"759","19","2011年","","512MB","","3000mAh","0","0","0","0","0"
2020-11-28,A8s独角精灵版,"1599","1","2018年12月10日","6.4","6GB","128GB","3400mAh大电池手机","8","6","8","6","8"
2020-11-28,A9,"1248","84","2019年>","6.53","6GB","128GB","4020mAh","9","9","10","9","9"
2020-11-28,A9 Star Lite,"1198","11","2018年06月15日","6","4GB","64GB","3500mAh大电池手机","4","4","6","7","7"
2020-11-28,A900,"659","1","","2.2","","","","0","0","0","0","0"
2020-11-28,A9000,"1488","251","2015年12月>","6","3GB","32GB","4000mAh","6","5","8","8","7"
2020-11-28,A999,"1380","1","2011年08月","","512MB","","1500mAh","0","0","0","0","0"
2020-11-28,A9X,"1248","83","2019年>","6.53","6GB","128GB","4020mAh","9","9","10","9","10"
2020-11-28,A9x,"1248","83","2019年>","6.53","6GB","128GB","4020mAh","9","9","10","9","10"
2020-11-28,AC2001,"3185","0","2020年07月","6.44","8GB","128GB","4115mAh","0","0","0","0","0"
2020-11-28,AC2003,"3185","0","2020年07月","6.44","8GB","128GB","4115mAh","0","0","0","0","0"
2020-11-28,AGM H1,"2399","20","2018年09月13日","5.99","4GB","64GB","5400mAh","7","6","8","8","7"
2020-11-28,AGM LA6825,"2399","20","2018年09月13日","5.99","4GB","64GB","5400mAh","7","6","8","8","7"
2020-11-28,AGM T61,"2399","20","2018年09月13日","5.99","4GB","64GB","5400mAh","7","6","8","8","7"
2020-11-28,AGM X1,"1499","32","2016年07月>","5.5","4GB","64GB","5400mAh","9","3","10","9","9"
2020-11-28,AGM X1三防手机,"1499","32","2016年07月>","5.5","4GB","64GB","5400mAh","9","3","10","9","9"
2020-11-28,AGM X2,"2999","35","2017年08月16日","5.5","6GB","128GB","8000mAh","7","4","8","7","7"
2020-11-28,AGM X3,"0","0","2019年04月02日","6","8GB","64GB/128GB","4100mAh","0","0","0","0","0"
2020-11-27,AGS2-AL00,"1999","23","2020年06月24日","6.5","6GB","128GB","4000mAh","9","9","9","9","8"
2020-11-27,AGS2-W09,"1999","23","2020年06月24日","6.5","6GB","128GB","4000mAh","9","9","9","9","8"
2020-11-28,AKA-AL10,"1658","22","","6.3","6GB","128GB","4000mAh","9","9","8","9","8"
2020-11-28,ALE-TL00,"1120","233","2015年05月>","5","2GB","16GB","2200mAh","4","5","4","6","5"
2020-11-28,ALE-UL00,"1250","233","2015年05月>","5","2GB","16GB","2200mAh","4","5","4","6","5"
2020-11-28,ALP-AL00,"2099","127","2017年11月15日","6","6GB","64GB/128GB","4000mAh","9","7","9","9","9"
2020-11-28,ALP-TL00,"2099","127","2017年11月15日","6","6GB","64GB/128GB","4000mAh","9","7","9","9","9"
2020-11-28,AMN-AL10,"1199","17","2020年3月5日","6.3","4GB","64GB","5000mAh","7","8","9","5","4"
2020-11-28,ANA-AN00,"4188","14","2020年4月8日","6.1","6GB","128GB","3800mAh大电池手机","8","9","8","9","9"
2020-11-28,ANA-TN00,"4188","14","2020年4月8日","6.1","6GB","128GB","3800mAh大电池手机","8","9","8","9","9"
2020-11-28,ANE,"988","79","2018年03月","5.84","4GB","64GB/128GB","3000mAh","8","8","8","9","9"
2020-11-28,ANE-AL00,"988","79","2018年03月","5.84","4GB","64GB/128GB","3000mAh","8","8","8","9","9"
2020-11-28,ANE-TL00,"988","79","2018年03月","5.84","4GB","64GB/128GB","3000mAh","8","8","8","9","9"
2020-11-28,AORO_A6,"5437","0","2019年01月>","6.2","6GB","128GB","5000mAh","0","0","0","0","0"
2020-11-28,AQM-AL00,"1899","1","2019年11月","6.3","8GB","64GB","4000mAh","8","8","6","6","6"
2020-11-28,AQM-AL10,"1658","22","","6.3","6GB","128GB","4000mAh","9","9","8","9","8"
2020-11-28,AQM-TL00,"1599","1","2019年11月","6.3","6GB","64GB","4000mAh","8","8","6","6","6"
2020-11-28,AQUOS P1,"0","0","","5.3","3GB","32GB","3000mAh","0","0","0","0","0"
2020-11-28,AQUOS R,"0","2","2017年>","5.3","4GB","64GB","3160mAh","6","9","5","6","8"
2020-11-28,AQUOS S1,"0","0","2017年>","5.5","4GB","64GB","","0","0","0","0","0"
2020-11-28,AQUOS r3,"0","0","2019年>","6.2","6GB","128GB","3200mAh","0","0","0","0","0"
2020-11-28,ARE-AL00,"1449","174","2018年10月","7.12","6GB","64GB/128GB","5000mAh","8","7","8","8","7"
2020-11-28,ARE-AL10,"1298","174","2018年09月05日","7.12","4GB","64GB/128GB","5000mAh","8","7","8","8","7"
2020-11-28,ARE-TL00,"1298","174","2018年09月05日","7.12","4GB","64GB/128GB","5000mAh","8","7","8","8","7"
2020-11-28,ARS-AL00,"1699","13","2018年10月15","7.12","4GB","64GB/128GB","5000mAh","7","7","8","7","6"
2020-11-28,ARS-TL00,"1699","13","2018年10月15","7.12","4GB","64GB/128GB","5000mAh","7","7","8","7","6"
2020-11-28,ART-AL00m,"1399","34","2019年09月10日","6.59","4GB","128GB","4000mAh","6","7","6","7","6"
2020-11-28,ART-AL00x,"1399","34","2019年10月18日","6.59","6GB","64GB","4000mAh","8","9","8","7","6"
2020-11-28,ART-TL00x,"1399","34","2019年09月10日","6.59","4GB","128GB","4000mAh","6","7","6","7","6"
2020-11-28,ASK-AL00x,"1499","6","2019年09月17日","6.39","6GB","64GB","4000mAh（30分钟充电26%）","6","6","7","7","7"
2020-11-28,ASK-AL20,"999","6","2019年09月17日","6.39","4GB","64GB","4000mAh（30分钟充电26%）","6","6","7","7","7"
2020-11-28,ASK-TL00x,"999","6","2019年09月17日","6.39","4GB","64GB","4000mAh（30分钟充电26%）","6","6","7","7","7"
2020-11-28,ASTER P,"35800","0","2018年10月","4.97","6GB","128GB","3200mAh","0","0","0","0","0"
2020-11-28,ASUS ZenFone 7,"5600","0","2020年>","6.67","8GB","128GB","5000mAh","0","0","0","0","0"
2020-11-28,ASUS ZenFone 7Pro,"6600","0","2020年>","6.67","8GB","256GB","5000mAh","0","0","0","0","0"
2020-11-28,ASUS_1001DA,"3999","36","2019年07月23日","6.59","8GB","128GB","6000mAh","8","10","9","8","6"
